time_s,L_mp_um,front_ahead_of_laser_um,tail_behind_laser_um,L_all_um,laser_z_mm,front_clipped,tail_clipped,in_steady_window
0.0001,303.71767934411764,59.57460366189495,244.1430756822227,337.0893537066877,1.0999999999999999,0,0,0
0.000104,307.335052639246,68.45774112641811,238.87731151282787,436.39144860208035,1.124,0,0,0
0.000108,308.45473520457745,68.20448771864204,240.2502474859354,356.6202358342707,1.1479999999999997,0,0,0
0.000112,367.4319013953209,65.38683760166182,302.0450637936591,367.4319013953209,1.172,0,0,0
0.000116,452.49261893332005,61.41586089134215,391.0767580419779,452.49261893332005,1.196,0,0,0
0.00012,407.59879630059004,56.01355779916053,351.5852385014295,502.8394516557455,1.22,0,0,0
0.000124,412.48637717217207,57.01118702441466,355.4751901477574,445.3826113604009,1.2439999999999998,0,0,0
0.000128,499.72557462751865,59.52920035272855,440.1963742747901,499.72557462751865,1.2679999999999998,0,0,0
0.000132,415.4588095843792,59.60819627344612,355.85061331093306,578.6156398244202,1.292,0,0,0
0.000136,444.7390674613416,57.919309116900074,386.81975834444154,605.0600204616785,1.3159999999999998,0,0,0
0.00014,401.56429167836905,58.489228449761825,343.07506322860723,552.2263236343861,1.34,0,0,0
0.000144,420.7106539979577,58.60408028960252,362.1065737083552,506.96200923994184,1.3639999999999997,0,0,0
0.000148,330.5715508759022,60.13908264040956,270.4324682354926,484.55747310072184,1.388,0,0,0
0.000152,419.8651295155287,64.0849298909306,355.7801996245981,507.77930300682783,1.4120000000000001,0,0,0
0.000156,376.56771019101143,65.9498532637956,310.6178569272158,454.021617770195,1.4359999999999997,0,0,0
0.00016,327.7756040915847,64.02429375797517,263.7513103336095,420.6242738291621,1.46,0,0,0
0.000164,426.42082553356886,57.697769425809526,368.72305610775936,484.79612451046705,1.4839999999999998,0,0,0
0.000168,361.45513877272606,59.7739866077902,301.68115216493584,498.24733287096024,1.5079999999999998,0,0,0
0.000172,417.8691888228059,58.702566318214,359.1666225045919,444.5586819201708,1.532,0,0,0
0.000176,343.32426730543375,58.72172476351274,284.602542541921,479.12774607539177,1.5559999999999998,0,0,0
0.00018,353.504903614521,61.95697288960216,291.54793072491884,495.28409726917744,1.58,0,0,0
0.000184,415.95473885536194,61.213261730969215,354.7414771243927,518.3687899261713,1.6039999999999996,0,0,0
