time_s,L_mp_um,front_ahead_of_laser_um,tail_behind_laser_um,L_all_um,laser_z_mm,front_clipped,tail_clipped,in_steady_window
0.000188,378.21102887392044,62.918928943574535,315.2920999303459,701.3452704995871,1.628,0,0,0
0.000192,351.92526411265135,63.154270641505896,288.77099347114546,467.5459349527955,1.652,0,0,0
0.000196,340.52529372274876,63.572035148740056,276.9532585740087,402.7824616059661,1.6759999999999997,0,0,0
0.0002,384.82167292386293,61.192106641829106,323.6295662820338,410.6006817892194,1.7,0,0,1
0.000204,399.00606498122215,61.37669125944392,337.6293737217782,494.27011981606483,1.7239999999999998,0,0,1
0.000208,336.7902245372534,62.13613473624014,274.65408980101324,488.9378324151039,1.7479999999999998,0,0,1
0.000212,369.97185088694096,61.40813964605339,308.5637112408876,369.97185088694096,1.772,0,0,1
0.000216,371.0271557793021,60.697024777531986,310.33013100177016,442.94982217252254,1.7959999999999996,0,0,1
0.00022,349.433277733624,60.26658724993467,289.1666904836893,407.27038867771626,1.82,0,0,1
0.000224,355.88699392974377,59.946395032108114,295.94059889763565,398.3455244451761,1.8439999999999996,0,0,1
0.000228,344.76479049772024,60.41980606317533,284.3449844345449,428.05110570043325,1.8679999999999999,0,0,1
0.000232,357.83497150987387,60.85596419125815,296.97900731861574,437.87178583443165,1.892,0,0,1
0.000236,337.66264095902443,62.61343622207668,275.04920473694773,390.17817471176386,1.9159999999999997,0,0,1
0.00024,428.9367934688926,65.8827940374614,363.0539994314312,428.9367934688926,1.94,0,0,1
0.000244,325.39316453039646,62.817761361599366,262.5754031687971,355.8530006557703,1.9639999999999995,0,0,1
0.000248,295.5042291432619,59.76902683079224,235.73520231246965,513.5464016348124,1.9880000000000002,0,0,1
0.000252,368.24855487793684,58.689573884010414,309.5589809939264,443.8132746145129,2.012,0,0,1
0.000256,334.23141576349735,59.742383971810725,274.4890317916866,390.3777105733752,2.0359999999999996,0,0,1
0.00026,356.6006198525429,59.43825706839585,297.16236278414704,448.2860676944256,2.0599999999999996,0,0,1
0.000264,349.55982118844986,58.99606159329423,290.56375959515566,361.55490670353174,2.084,0,0,1
0.000268,359.0041305869818,60.0484060198068,298.95572456717497,388.437882065773,2.108,0,0,1
0.000272,389.3135581165552,58.37453643977664,330.93902167677857,389.3135581165552,2.1319999999999997,0,0,1
0.000276,362.7679543569684,59.23386426270015,303.53409009426827,533.4288580343127,2.156,0,0,1
0.00028,377.05746944993734,59.94906991720235,317.108399532735,399.22085124999285,2.1799999999999997,0,0,1
0.000284,334.38403625041246,60.135284349322525,274.2487519010899,474.53073784708977,2.2039999999999997,0,0,1
0.000288,426.4179151505232,60.26841339468962,366.14950175583357,426.4179151505232,2.2279999999999998,0,0,1
0.000292,369.2860482260585,60.4623112380508,308.8237369880077,471.0718058049679,2.252,0,0,1
0.000296,420.2096024528146,60.47413551807466,359.7354669347399,420.2096024528146,2.2759999999999994,0,0,1
0.0003,336.7336466908455,59.96441915631342,276.7692275345321,464.6272864192724,2.2999999999999994,0,0,1
0.000304,357.4490547180176,60.99348051846059,296.45557419955696,357.4490547180176,2.324,0,0,1
0.000308,353.7221346050501,59.135674729943446,294.58645987510664,430.76789006590843,2.348,0,0,1
0.000312,360.49121990799904,60.46671743691013,300.0245024710889,360.49121990799904,2.3719999999999994,0,0,1
0.000316,393.6097491532564,58.53580282628567,335.07394632697077,442.36332178115845,2.396,0,0,1
0.00032,370.9543962031603,60.02074658870713,310.93364961445315,395.93479596078396,2.42,0,0,1
0.000324,430.19698932766914,61.72850927710534,368.4684800505638,564.257032237947,2.444,0,0,1
0.000328,395.64305916428566,65.21416676044494,330.42889240384073,500.93536265194416,2.4679999999999995,0,0,1
0.000332,394.212082028389,63.31677976250663,330.8953022658823,394.212082028389,2.492,0,0,1
0.000336,366.77904427051544,60.34976878762288,306.42927548289254,461.1487966030836,2.5159999999999996,0,0,1
0.00034,323.16939905285835,61.529471576214114,261.63992747664423,426.0190762579441,2.5399999999999996,0,0,1
0.000344,328.83184030652046,62.33175589144243,266.50008441507805,352.2715996950865,2.564,0,0,1
0.000348,342.2477748245001,60.70375394821165,281.5440208762884,796.1182855069637,2.588,0,0,1
0.000352,330.4972779005766,63.31326971948173,267.18400818109484,390.0555893778801,2.6119999999999997,0,0,1
0.000356,331.45537599921227,60.47664390504415,270.9787320941681,381.94842636585236,2.6359999999999992,0,0,1
0.00036,323.8322678953409,56.043964028358424,267.7883038669825,424.8800687491894,2.66,0,0,1
0.000364,344.08061765134335,51.455986112356435,292.62463153898693,507.3109641671181,2.6839999999999997,0,0,1
0.000368,385.8697600662708,50.3038900047546,335.56587006151625,385.8697600662708,2.7079999999999993,0,0,1
0.000372,332.6528239995241,48.98019771277943,283.6726262867447,405.5430181324482,2.7319999999999998,0,0,1
0.000376,340.4982853680849,48.09189872443699,292.4063866436479,437.0140377432108,2.756,0,0,1
0.00038,372.9844465851784,48.66903580725201,324.3154107779264,372.9844465851784,2.78,0,0,1
0.000384,347.21614792943,48.38749347627199,298.82865445315804,411.1560992896557,2.804,0,0,1
0.000388,386.7552150040865,48.733196899295066,338.0220181047914,436.97957880795,2.828,0,0,1
0.000392,390.7454665750265,48.37808008492043,342.36738649010607,441.23572297394276,2.8519999999999994,0,0,1
0.000396,368.5180563479662,47.93169365823304,320.58636268973316,439.04478661715984,2.8759999999999994,0,0,1
0.0004,390.3815522789955,48.31627979874631,342.0652724802492,390.3815522789955,2.9,0,0,1

# T_m_K,925.0
# Tsolidus_K,855.0
# Tliquidus_K,925.0
# depth_min_um,0.0
# depth_max_um,
# z_ahead_um,
# z_behind_um,
# steady_window_start_s,0.0002
# L_mp_mean_um,362.8165223727039
# L_mp_std_um,29.434110148851836
# L_all_mean_um,433.02836289227594
# L_all_std_um,69.79942585846715
