time_s,h_mp_um,d_vd_um,laser_z_mm,in_steady_window
0.0001,133.5094079375267,128.30380951054394,1.0999999999999999,0
0.000104,135.39682044647634,126.52833033353089,1.124,0
0.000108,138.76122324727476,129.89002647809684,1.1479999999999997,0
0.000112,143.20700797252357,134.70109337940812,1.172,0
0.000116,147.60002745315433,138.9651537872851,1.196,0
0.00012,150.937683833763,140.92148416675627,1.22,0
0.000124,153.08863152749836,144.83533818274736,1.2439999999999998,0
0.000128,153.94643782638013,146.85127320699394,1.2679999999999998,0
0.000132,153.7812444847077,146.73951449804008,1.292,0
0.000136,154.41151703707874,145.3237295616418,1.3159999999999998,0
0.00014,156.17174580693245,150.1713217701763,1.34,0
0.000144,154.4059582054615,146.85179707594216,1.3639999999999997,0
0.000148,154.17437902651727,146.87816514633596,1.388,0
0.000152,154.47016125544906,146.11450973898172,1.4120000000000001,0
0.000156,154.31524156592786,144.58161098882556,1.4359999999999997,0
0.00016,154.81940722092986,145.43115179985762,1.46,0
0.000164,154.85418629832566,146.5474583208561,1.4839999999999998,0
0.000168,154.2375925462693,148.5563793219626,1.5079999999999998,0
0.000172,155.76167283579707,148.48888753913343,1.532,0
0.000176,157.18429717235267,148.56691490858793,1.5559999999999998,0
0.00018,154.99237128533423,148.0239538475871,1.58,0
0.000184,156.8592364899814,150.1281898934394,1.6039999999999996,0
0.000188,154.50642462819815,148.14293030649424,1.628,0
0.000192,154.40808278508484,145.64884845167398,1.652,0
0.000196,155.396798113361,146.55426861718297,1.6759999999999997,0
0.0002,155.913070961833,146.8625363893807,1.7,0
0.000204,155.3295391611755,147.60517883114517,1.7239999999999998,0
0.000208,157.71174589172006,151.14228376187384,1.7479999999999998,0
0.000212,156.849079253152,150.02027289010584,1.772,0
0.000216,155.6984302122146,148.50844531320035,1.7959999999999996,0
0.00022,155.5534640327096,150.37059569731355,1.82,0
0.000224,155.07645225152373,147.58489346131682,1.8439999999999996,0
0.000228,154.27339025773108,147.07362647168338,1.8679999999999999,0
0.000232,155.7250020094216,149.44186336360872,1.892,0
0.000236,154.09658448770642,147.30142215266824,1.9159999999999997,0
0.00024,153.45304058864713,149.06293149106205,1.94,0
0.000244,152.32666414231062,145.15585866756737,1.9639999999999995,0
0.000248,153.66721567697823,145.69075796753168,1.9880000000000002,0
0.000252,152.52163070254028,143.32394716329873,2.012,1
0.000256,153.54963620193303,146.65383282117546,2.0359999999999996,1
0.00026,153.72981801629066,146.57467040233314,2.0599999999999996,1
0.000264,154.47123809717596,146.72877518460155,2.084,1
0.000268,153.71794365346432,149.3503318168223,2.108,1
0.000272,153.33374398760498,147.43166179396212,2.1319999999999997,1
0.000276,153.4849383868277,145.25117371231318,2.156,1
0.00028,153.94213045947254,146.01561492308974,2.1799999999999997,1
0.000284,153.80377084948123,148.28422940336168,2.2039999999999997,1
0.000288,155.08436849340796,148.00454159267247,2.2279999999999998,1
0.000292,154.77144410833716,146.80552198551595,2.252,1
0.000296,154.34841993264854,149.87585968337953,2.2759999999999994,1
0.0003,155.37302028387785,146.30793379619718,2.2999999999999994,1
0.000304,153.62786729820073,147.04775316640735,2.324,1
0.000308,154.07042014412582,146.32495953701437,2.348,1
0.000312,154.3443453963846,148.1609164737165,2.3719999999999994,1
0.000316,153.96183375269175,146.20348014868796,2.396,1
0.00032,155.17819924280047,146.8445793259889,2.42,1
0.000324,154.9875400494784,148.58283470384777,2.444,1
0.000328,155.1221452653408,148.45297341234982,2.4679999999999995,1
0.000332,153.30373793840408,145.24963120929897,2.492,1
0.000336,153.29684033058584,145.02518246881664,2.5159999999999996,1
0.00034,153.8902965374291,146.37798671610653,2.5399999999999996,1
0.000344,154.92697497829795,147.62517316266894,2.564,1
0.000348,154.06710230745375,145.2791424933821,2.588,1
0.000352,152.92565007694066,145.98782076500356,2.6119999999999997,1
0.000356,153.82353235036135,146.31858579814434,2.6359999999999992,1
0.00036,154.33180164545774,147.63175062835217,2.66,1
0.000364,155.04851257428527,148.31714583560824,2.6839999999999997,1
0.000368,154.91562448441982,148.31740777008235,2.7079999999999993,1
0.000372,155.14164483174682,148.2786996755749,2.7319999999999998,1
0.000376,155.0926921889186,149.3372059892863,2.756,1
0.00038,154.99970545060933,145.99806531332433,2.78,1
0.000384,154.79463986121118,146.50607267394662,2.804,1
0.000388,153.26331271789968,146.60848905332386,2.828,1
0.000392,153.0924441292882,144.1547160036862,2.8519999999999994,1
0.000396,152.86741331219673,145.8829887676984,2.8759999999999994,1
0.0004,151.88684705644846,144.2099259700626,2.9,1

# T_m_K,925.0
# Tsolidus_K,855.0
# Tliquidus_K,925.0
# steady_window_start_s,0.00025
# h_mp_mean_um,154.08140071300105
# h_mp_std_um,0.8469274814535822
# d_vd_mean_um,146.82451529845008
# d_vd_std_um,1.474962025564259
