time_s,h_mp_um,d_vd_um,laser_z_mm,in_steady_window
0.0001,144.1233711782843,135.87194047868252,1.0999999999999999,0
0.000104,145.66313843242824,133.9054819662124,1.124,0
0.000108,151.0022652335465,143.44190498813987,1.1479999999999997,0
0.000112,153.06427162140608,144.0302680246532,1.172,0
0.000116,157.39585291594267,147.73696097545326,1.196,0
0.00012,160.14080978929996,150.550893926993,1.22,0
0.000124,161.90298851579428,151.83431464247406,1.2439999999999998,0
0.000128,165.4366300906986,157.1732377167791,1.2679999999999998,0
0.000132,164.84500742517412,157.15076955966651,1.292,0
0.000136,166.58308818005025,154.96108466759324,1.3159999999999998,0
0.00014,165.12178485281765,155.25590647011995,1.34,0
0.000144,166.83859070762992,159.77867082692683,1.3639999999999997,0
0.000148,167.8038774523884,155.85658042691648,1.388,0
0.000152,167.37811751663685,157.64824133366346,1.4120000000000001,0
0.000156,167.09624691866338,161.2759173847735,1.4359999999999997,0
0.00016,166.7477867566049,156.94136749953032,1.46,0
0.000164,167.24572419188917,159.09420694224536,1.4839999999999998,0
0.000168,166.75596493296325,156.68292548507452,1.5079999999999998,0
0.000172,167.33379238285124,155.3404239937663,1.532,0
0.000176,167.17456532642245,157.36191784963012,1.5559999999999998,0
0.00018,167.10011772811413,156.72570811584592,1.58,0
0.000184,167.15503665618598,157.49943344853818,1.6039999999999996,0
0.000188,167.50041181221604,158.35083690471947,1.628,0
0.000192,166.8251447379589,156.21575079858303,1.652,0
0.000196,165.23313610814512,157.1731213014573,1.6759999999999997,0
0.0002,163.8361522462219,154.58413185551763,1.7,0
0.000204,163.46199340187013,155.2740381564945,1.7239999999999998,0
0.000208,163.16353362053633,154.2369813658297,1.7479999999999998,0
0.000212,165.24879396893084,158.21369965560734,1.772,0
0.000216,163.4058521129191,154.6771185938269,1.7959999999999996,0
0.00022,163.67238499224186,155.47444713301957,1.82,0
0.000224,164.4163371063769,155.45593709684908,1.8439999999999996,0
0.000228,166.9668221846223,157.75566357187927,1.8679999999999999,0
0.000232,167.04668309539557,155.85518344305456,1.892,0
0.000236,166.6230768430978,160.0331547204405,1.9159999999999997,0
0.00024,167.3895262181759,157.25155612453818,1.94,0
0.000244,166.78521428257227,157.55959106609225,1.9639999999999995,0
0.000248,166.2157105281949,158.4951045922935,1.9880000000000002,0
0.000252,165.57609564624727,158.1024648156017,2.012,1
0.000256,164.55137887969613,157.3759167920798,2.0359999999999996,1
0.00026,165.54227699525654,154.6668158378452,2.0599999999999996,1
0.000264,165.24955066852272,157.90225956588984,2.084,1
0.000268,164.99698762781918,155.90864717960358,2.108,1
0.000272,165.44783506542444,156.07960307970643,2.1319999999999997,1
0.000276,165.58846477419138,158.14056172966957,2.156,1
0.00028,167.19589843414724,158.29993430525064,2.1799999999999997,1
0.000284,164.5527467597276,155.1212139427662,2.2039999999999997,1
0.000288,166.7851269710809,156.82020825333893,2.2279999999999998,1
0.000292,166.96551251225173,156.02779826149344,2.252,1
0.000296,166.63038190454245,155.45803257264197,2.2759999999999994,1
0.0003,166.84778751805425,155.982017936185,2.2999999999999994,1
0.000304,166.78850301541388,156.60911817103624,2.324,1
0.000308,166.6416450869292,155.85052683018148,2.348,1
0.000312,167.4941253848374,155.15977651812136,2.3719999999999994,1
0.000316,166.78320611827075,156.73304228112102,2.396,1
0.00032,167.23236553370953,156.87591298483312,2.42,1
0.000324,166.83573853224516,160.72140210308135,2.444,1
0.000328,167.0018631964922,155.95227382145822,2.4679999999999995,1
0.000332,165.92219839803874,157.5134905986488,2.492,1
0.000336,165.10039353743196,153.12428371980786,2.5159999999999996,1
0.00034,167.31717409566045,161.37684946879745,2.5399999999999996,1
0.000344,167.31603904627264,159.66114955954254,2.564,1
0.000348,165.79932202585042,156.29418562166393,2.588,1
0.000352,166.8858844321221,155.71109037846327,2.6119999999999997,1
0.000356,166.64170329459012,160.04866706207395,2.6359999999999992,1
0.00036,165.2041486930102,157.70502290688455,2.66,1
0.000364,166.90625711344182,154.57152989692986,2.6839999999999997,1
0.000368,164.8079582490027,155.70163163356483,2.7079999999999993,1
0.000372,165.0888684205711,155.3240094333887,2.7319999999999998,1
0.000376,164.9987920653075,156.7812091205269,2.756,1
0.00038,166.00668681785464,159.64083508588374,2.78,1
0.000384,164.715262548998,155.5636794771999,2.804,1
0.000388,163.2634470704943,158.4345686249435,2.828,1
0.000392,162.2527583502233,151.87101457268,2.8519999999999994,1
0.000396,159.87174487672746,153.026989614591,2.8759999999999994,1
0.0004,160.39805854670703,150.5889035295695,2.9,1

# T_m_K,925.0
# Tsolidus_K,855.0
# Tliquidus_K,925.0
# steady_window_start_s,0.00025
# h_mp_mean_um,165.61063653176748
# h_mp_std_um,1.735129234002298
# d_vd_mean_um,156.49280624439646
# d_vd_std_um,2.229502692307712
